Name,Price,Reviews,Weight,Class_info,Rating,Grocery,Sports-Nutrition
"Kevala, Organic Sesame Tahini, 16 oz (454 g)",13.16,2455,454,Grocery,4.6,1,0
"California Gold Nutrition, Seaweed Rice Chips, Cheese, 2 oz (60 g)",6.03,905,60,Grocery,4.4,1,0
"Traditional Medicinals, Organic Nighty Night,  Original with Passionflower, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",6.34,1853,24,Grocery,4.4,1,0
"Lakanto, Monkfruit Sweetener with Erythritol, Golden, 28.22 oz (800 g)",23.29,5637,800,Grocery,4.7,1,0
"Endangered Species Chocolate, Luscious Blueberries + Dark Chocolate, 72% Cocoa, 3 oz (85 g)",4.27,1189,85,Grocery,4.5,1,0
"Now Foods, Real Food, Raw Almonds, Unsalted, 16 oz (454 g)",12.08,3633,454,Grocery,4.6,1,0
"Traditional Medicinals, Organic Lemon Balm, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",6.34,852,24,Grocery,4.6,1,0
"Walden Farms, Chocolate Syrup, 12 oz (355 g)",7.11,2152,355,Grocery,3.7,1,0
"Simply Organic, Basil, 0.54 oz (15 g)",5.87,3867,15,Grocery,4.7,1,0
"Yogi Tea, Comforting Chamomile, Caffeine Free, 16 Tea Bags, .85 oz (24 g)",5.55,1060,24,Grocery,4.7,1,0
"Nutiva, Organic, Coconut Manna, Pureed Coconut, 15 oz (425 g)",13.34,5695,425,Grocery,4.6,1,0
"Mt. Capra, Whole Goat Milk , 1 lb (453 g)",27.63,629,453,Grocery,4.5,1,0
"Endangered Species Chocolate, Cacao Nibs + Dark Chocolate, 72% Cocoa, 3 oz (85 g)",4.27,1054,85,Grocery,4.6,1,0
"Now Foods, Real Food, Erythritol, 2.5 lbs (1,134 g)",19.23,10353,134,Grocery,4.6,1,0
"Made in Nature, Organic Dried Mangoes, Sweet & Tangy Supersnacks, 8 oz (227 g)",15.34,5440,227,Grocery,4.4,1,0
"Made in Nature, Organic Dried Smyrna Figs, Soft & Sultry Supersnacks, 7 oz (198 g)",7.22,3007,198,Grocery,4.5,1,0
"Nature's Path, Love Crunch, Premium Organic Granola Bars, Dark Chocolate & Red Berries, 6 Bars, 1.06 oz (30 g) Each",6.26,1371,30,Grocery,4.4,1,0
"Now Foods, Real Food, Raw Pumpkin Seeds, Unsalted, 16 oz (454 g)",9.62,3744,454,Grocery,4.6,1,0
"Now Foods, Real Food, Organic Confectioner's Erythritol, 1 lb (454 g)",11.32,1700,454,Grocery,4.5,1,0
"YumEarth, Organics, Sour Pops, Assorted Flavors, 14 Pops, 3 oz (85 g)",4.16,3199,85,Grocery,4.8,1,0
"St. Dalfour, Giant French Prunes with Pits, 7 oz (200 g)",5.11,869,200,Grocery,4.7,1,0
"Julian Bakery, Pro Granola, Vanilla Cluster, 17.9 oz (510 g)",21.09,989,510,Grocery,3.8,1,0
"Bob's Red Mill, Apple Blueberry Granola, Gluten Free, 12 oz (340 g)",7.66,1464,340,Grocery,4.5,1,0
"Dang, Coconut Chips, Original Recipe, 3.17 oz (90 g)",6.77,2866,90,Grocery,4.7,1,0
"Chocolove, Coffee Crunch in Dark Chocolate, 55% Cocoa, 3.2 oz (90 g)",4.43,1329,90,Grocery,4.5,1,0
"Simply Organic, Crushed Red Pepper, 1.59 oz (45 g)",6.46,2272,45,Grocery,4.6,1,0
"BNRG, Power Crunch Protein Energy Bar, Triple Chocolate, 12 Bars, 1.4 oz (40 g) Each",31,3302,40,Grocery,4.5,1,0
"Bob's Red Mill, Old Fashioned Rolled Oats, Whole Grain, 32 oz (907 g)",6.72,824,907,Grocery,4.8,1,0
"Simply Organic, Oregano, 0.75 oz (21 g)",6.14,3322,21,Grocery,4.8,1,0
"Daelmans, Stroopwafels, Honey, 8 Waffles, 8.11 oz (230 g)",5.83,1037,230,Grocery,4.5,1,0
"Yogi Tea, Purely Peppermint, Caffeine Free, 16 Tea Bags, .85 oz (24 g)",5.55,982,24,Grocery,4.7,1,0
"Daelmans, Mini Stroopwafels, Chocolate Caramel, 5.29 oz (150 g)",5.19,892,150,Grocery,4.5,1,0
"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, 7.05 oz (200 g)",15.51,4597,200,Grocery,4.8,1,0
"Celestial Seasonings, Herbal Tea, Sleepytime, Caffeine Free, 40 Tea Bags, 2.1 oz (59 g)",7.91,6142,59,Grocery,4.7,1,0
"Harney & Sons, Earl Grey Imperial, Black Tea with Bergamot, 30 Sachets, 2.35 oz (66 g) Each",15.68,887,66,Grocery,4.7,1,0
"Reese, Flat Fillets of Anchovies, in Pure Olive Oil, 2 oz (56 g)",2.74,465,56,Grocery,4.3,1,0
"YumEarth, Organic Pops, Assorted Flavors, 20 Pops, 4.2 oz (119.1 g)",6.51,91828,119.1,Grocery,4.8,1,0
"Xlear, Spry Gems, Mints, Spearmint , 40 Count, 25 g",3.02,536,25,Grocery,4.3,1,0
"Gerber, Organic Oatmeal Cereal, Millet Quinoa, 8 oz (227 g)",7.37,2345,227,Grocery,4.7,1,0
"Mariani Dried Fruit, Premium Dried Cranberries, 5 oz (142 g)",3.22,226,142,Grocery,4.7,1,0
"Starwest Botanicals, Turmeric Root Powder Organic, 1 lb (453.6 g)",13.77,3850,453.6,Grocery,4.8,1,0
"St. Dalfour, Strawberry, Deluxe Strawberry Spread, 10 oz (284 g)",5.88,3373,284,Grocery,4.6,1,0
"Chocolove, Salted Almond Butter in Dark Chocolate, 55% Cocoa, 3.2 oz (90 g)",4.03,946,90,Grocery,4.5,1,0
"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, 7.05 oz (200 g)",15.51,4597,200,Grocery,4.8,1,0
"Endangered Species Chocolate, Cranberries, Almonds + Dark Chocolate, 72% Cocoa, 3 oz (85 g)",4.27,1165,85,Grocery,4.7,1,0
"Natierra, Organic Freeze-Dried, Strawberries, 1.2 oz (34 g)",8.31,1463,34,Grocery,4.5,1,0
"California Gold Nutrition, Seaweed Rice Chips, Honey Butter, 2 oz (60 g)",6.03,770,60,Grocery,4.6,1,0
"Bob's Red Mill, Organic 7 Grain Pancake & Waffle Mix, Whole Grain, 24 oz (680 g)",7.54,2055,680,Grocery,4.5,1,0
"Simply Organic, Paprika, 2.96 oz (84 g)",7.57,4662,84,Grocery,4.8,1,0
"Yogi Tea, Throat Comfort, Caffeine Free, 16 Tea Bags, 1.27 oz (36 g)",5.55,927,36,Grocery,4.4,1,0
"Whisps, Asiago & Pepper Jack Cheese Crisps, 2.12 oz ( 60 g)",5.09,262,60,Grocery,4.4,1,0
"California Gold Nutrition, Organic Mango, Ready to Eat Dried Slices, 8 oz (227 g)",8.23,1771,227,Grocery,4.5,1,0
"Nature's Path, Organic Heritage Flakes Cereal, 13.25 oz (375 g)",7.66,1145,375,Grocery,4.6,1,0
"Starwest Botanicals, Turmeric Root Powder Organic, 1 lb (453.6 g)",13.77,3850,453.6,Grocery,4.8,1,0
"YumEarth, Organic Hard Candies, Favorite Fruits, 13 oz (368.5 g)",10.79,9380,368.5,Grocery,4.8,1,0
"The Spice Lab, Himalayan Pink Salt, Fine Grain, 1 lb (453 g)",4.39,1924,453,Grocery,4.7,1,0
"Seapoint Farms, Dry Roasted Edamame, Sea Salt, 8 Snack Packs, 0.79 oz (22.5 g) Each",5.77,1955,22.5,Grocery,4.4,1,0
"Edward & Sons, Baked Whole Grain Brown Rice Snaps, Tamari Seaweed, 3.5 oz (100 g)",4.34,2132,100,Grocery,4.5,1,0
"Atkins, Endulge, Chocolate Candies, 5 Packs, 1 oz (28 g) Each",12.18,955,28,Grocery,4.6,1,0
"Edward & Sons, Let's Do Organic, 100% Organic Unsweetened Shredded Coconut, 8 oz (227 g)",4.65,2928,227,Grocery,4.9,1,0
"PB2 Foods, The Original PB2, Powdered Peanut Butter, 6.5 oz (184 g)",5.89,7857,184,Grocery,4.6,1,0
"YumEarth, Organic Hard Candies, Favorite Fruits, 3.3 oz (93.6 g)",4.16,9380,93.6,Grocery,4.8,1,0
"Peanut Butter & Co., Hazelnut Spread, Milk Chocolatey Hazelnut, 13 oz (369 g)",8.21,3344,369,Grocery,4.6,1,0
"Julian Bakery, Organic Paleo Wraps, 7 Wraps, 7.7 oz (224 g)",13.69,507,224,Grocery,3.9,1,0
"Stoneridge Orchards, Montmorency Cherries, Whole Dried Tart Cherries, 1.75 oz (49.6 g)",2.74,584,49.6,Grocery,4.7,1,0
"Fifty 50, Almond Chocolate Bar, 2.8 oz (80 g)",3.61,185,80,Grocery,4.2,1,0
"Twinings, Herbal Tea, Orange & Cinnamon Spice, Caffeine Free, 20 Tea Bags, 1.41 oz (40 g)",5.41,1395,40,Grocery,4.7,1,0
"Quest Nutrition, Tortilla Style Protein Chips, Ranch, 1.1 oz (32 g)",49.57,1340,32,Grocery,4.6,1,0
"Xlear, Spry Gems, Mints, Cinnamon, 40 Count, 25 g",3.02,420,25,Grocery,4.4,1,0
"Nature's Path, Crunchy Granola, Coconut & Cashew Butter, 11 oz (312 g)",7.99,757,312,Grocery,4.7,1,0
"Annie's Homegrown, Macaroni & Cheese, Classic Mild Cheddar, Less Sodium, 6 oz (170 g)",3.65,524,170,Grocery,4.4,1,0
"Chocolove, Cherries & Almonds in Dark Chocolate, 55% Cocoa, 3.2 oz (90 g)",4.43,3146,90,Grocery,4.6,1,0
"Natural Simply Delish, Natural Instant Pudding, Vanilla, 1.7 oz (48 g)",4.21,545,48,Grocery,4.3,1,0
"Eden Foods, Organic Brown Mustard, 9 oz (255 g)",4.43,677,255,Grocery,4.2,1,0
"Simply Organic, Organic Spice Right Everyday Blends, Pepper and More, 2.2 oz (62 g)",7.08,941,62,Grocery,4.9,1,0
"Xlear, Spry Gems, Mints, Lemon Creme, 40 Count, 25 g",3.02,458,25,Grocery,4.4,1,0
"Annie's Homegrown, Organic Cheddar Squares, Baked Snack Crackers, 7.5 oz (213 g)",6.69,560,213,Grocery,4.3,1,0
"Mary's Gone Crackers, Super Seed Crackers, Basil + Garlic, 5.5 oz (156 g)",6.33,561,156,Grocery,4.3,1,0
"Jovial, Organic Grain Free Cassava Pasta, Penne, 8 oz (227 g)",5.96,409,227,Grocery,4.6,1,0
"Wild Planet, Wild Sardines In Extra Virgin Olive Oil, Lightly Smoked, 4.4 oz (125 g)",4.1,512,125,Grocery,4.7,1,0
"King Arthur Flour, Confetti Cake with Mini Frosting Chips, Gluten Free, 2.25 oz (64 g)",3.36,48,64,Grocery,3.2,1,0
"Whisps, Asiago & Pepper Jack Cheese Crisps, 2.12 oz ( 60 g)",5.09,262,60,Grocery,4.4,1,0
"Barry's Tea, Irish Breakfast Tea, 40 Tea Bags, 4.40 oz (125 g)",3.91,1228,125,Grocery,4.6,1,0
"Mary's Gone Crackers, Super Seed Crackers, Rosemary, 5 oz (141 g)",6.33,455,141,Grocery,4.4,1,0
"Simply Organic, Organic Simmer Sauce, Mild Taco, For Chicken, 8 oz (227 g)",4.78,720,227,Grocery,4.6,1,0
"Made in Nature, Organic Dried Plums, Well Pruned Supersnacks, 6 oz (170 g)",8.88,2820,170,Grocery,4.4,1,0
"Little Secrets, Dark Chocolate Crispy Wafer, Sea Salt, 1.4 oz (40 g)",3.02,208,40,Grocery,4.4,1,0
"Whisps, Parmesan Cheese Crisps, 2.12 oz (60 g)",5.09,780,60,Grocery,4.4,1,0
"Mary's Gone Crackers, Super Seed Crackers, Seaweed & Black Sesame, 5.5 oz (155 g)",6.33,552,155,Grocery,4.5,1,0
"Traditional Medicinals, Organic Throat Coat, Original with Slippery Elm, Caffeine Free, 16 Wrapped Tea Bags, 1.13 oz (32 g)",6.34,1152,32,Grocery,4.5,1,0
"Annie's Homegrown, Rice Pasta & Classic Cheddar, Gluten Free, 6 oz (170 g)",4.92,465,170,Grocery,4.4,1,0
"Now Foods, Real Food, Organic Brazil Nuts, Unsalted, 10 oz (284 g)",15.19,2451,284,Grocery,4.6,1,0
"Yogi Tea, Mango Ginger, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",5.55,2285,32,Grocery,4.5,1,0
"Tazo Teas, Herbal Tea, Passion, Caffeine-Free, 20 Tea Bags, 1.8 oz (52 g)",6.66,1319,52,Grocery,4.5,1,0
"Mary's Gone Crackers, Jalapeno Crackers, 5.5 oz (156 g)",6.18,426,156,Grocery,4.2,1,0
"Pure Protein, Chocolate Peanut Caramel Bar, 12 Bars, 1.76 oz (50 g) Each",28.76,3270,50,Grocery,4.5,1,0
"Edward & Sons, Organic Mashed Potatoes, Roasted Garlic, 3.5 oz (100 g)",3.29,654,100,Grocery,4.3,1,0
"Endangered Species Chocolate, Cranberries, Almonds + Dark Chocolate, 72% Cocoa, 3 oz (85 g)",4.27,1165,85,Grocery,4.7,1,0
"Enjoy Life Foods, Chocolate Flavored Confectionary Bars, Ricemilk, 1.12 oz (32 g)",2.74,414,32,Grocery,4.1,1,0
"Annie's Homegrown, Organic Snack Mix, Original, 9 oz (255 g)",8.19,647,255,Grocery,4.3,1,0
"Bionaturae, 100% Organic Gluten Free Rice & Lentil Pasta, Spaghetti, 12 oz (340 g)",6.15,573,340,Grocery,4.4,1,0
"Edward & Sons, Organic, Baked Whole Grain Brown Rice Snaps, Toasted Onion, 3.5 oz (100 g)",4.82,754,100,Grocery,4.5,1,0
"Pure Indian Foods, Organic Saffron, 1 g",18.49,199,1,Grocery,4.5,1,0
"Stoneridge Orchards, Montmorency Cherries, Whole Dried Tart Cherries, 5 oz (142 g)",4.78,1535,142,Grocery,4.7,1,0
"St. Dalfour, Deluxe Pineapple & Mango Spread, 10 oz (284 g)",5.88,1657,284,Grocery,4.6,1,0
"Julian Bakery, Primal Thin Crackers, Organic Parmesan, 8.4 oz (238 g)",18.98,828,238,Grocery,4.3,1,0
"Barry's Tea, Gold Blend, 40 Tea Bags, 4.4 oz (125 g)",4.17,1160,125,Grocery,4.6,1,0
"Stoneridge Orchards, Cranberries, Sweet & Tangy Dried Cranberries, 5 oz (142 g)",3.69,706,142,Grocery,4.7,1,0
"Eden Foods, Organic Dried Cranberries, 4 oz (113 g)",6.03,3424,113,Grocery,4.5,1,0
"Barney Butter, Almond Butter, Bare Smooth, 10 oz (284 g)",12.13,1339,284,Grocery,4.4,1,0
"Now Foods, Real Food, Roasted Almonds, with Sea Salt, 16 oz (454 g)",15.09,709,454,Grocery,4.6,1,0
"Xlear, Spry Gems, Mints, Peppermint, 40 Count, 25 g",3.02,424,25,Grocery,4.3,1,0
"Stash Tea, Black Tea, Decaf Chocolate Hazelnut, 18 Tea Bags, 1.2 oz (36 g)",4.39,1258,36,Grocery,4.1,1,0
"Endangered Species Chocolate, Smooth + Creamy Milk Chocolate, 48% Cocoa, 3 oz (85 g)",4.27,1283,85,Grocery,4.6,1,0
"Arrowhead Mills, Organic Maple Buckwheat Flakes, Gluten Free, 10 oz (283 g)",8.89,672,283,Grocery,4.5,1,0
"Now Foods, Real Food, Raw Almond Flour, 22 oz (624 g)",17.93,7331,624,Grocery,4.6,1,0
"YumEarth, Organic Giggles, 5 oz (142 g)",7.03,1086,142,Grocery,4.7,1,0
"Edward & Sons, Baked Whole Grain Brown Rice Snaps, Onion Garlic, 3.5 oz (100 g)",4.34,1120,100,Grocery,4.5,1,0
"YumEarth, Organic Hard Candies, Cheeky Lemon, 3.3 oz (93.6 g)",4.16,3084,93.6,Grocery,4.6,1,0
"Peanut Butter & Co., Peanut Butter Spread, White Chocolate Wonderful, 16 oz (454 g)",8.21,6091,454,Grocery,4.7,1,0
"Frontier Natural Products, Smoked Paprika, Oak Wood Smoked, 1.87 oz (53 g)",8.04,8321,53,Grocery,4.7,1,0
"Peanut Butter & Co., Hazelnut Spread, Milk Chocolatey Hazelnut, 13 oz (369 g)",8.21,3344,369,Grocery,4.6,1,0
"gimMe, Premium Roasted Seaweed, Toasted Sesame , .35 oz (10 g)",2.74,133,10,Grocery,4.5,1,0
"YumEarth, Organic Licorice, Strawberry, 5 oz (142 g)",6.28,1203,142,Grocery,4.5,1,0
"Natierra, Organic Freeze-Dried, Pineapples, 1.5 oz (43 g)",8.31,689,43,Grocery,4.5,1,0
"Kevala, Organic Black Tahini, 12 oz (340 g)",13.58,775,340,Grocery,4.4,1,0
"Celestial Seasonings, Herbal Tea, Cinnamon Apple Spice, Caffeine Free, 20 Tea Bags, 1.7 oz (48 g)",5.25,1453,48,Grocery,4.3,1,0
"Gaea, Organic Pitted Kalamata Olives, 10.2 oz (290 g)",5.7,369,290,Grocery,4.5,1,0
"Edward & Sons, Baked Whole Grain Brown Rice Snaps, Black Sesame, 3.5 oz (100 g)",4.82,1623,100,Grocery,4.6,1,0
"Artisana, Organics Raw Cashew Butter, 14 oz (397 g)",20.37,817,397,Grocery,4.7,1,0
"Maine Coast Sea Vegetables, Organic, Sea Seasonings, Dulse Granules, 1.5 oz (43 g)",5.91,730,43,Grocery,4.8,1,0
"Catalina Crunch, Keto Sandwich Cookies, Peanut Butter, 16 Cookies, 6.8 oz (193 g)",12.95,55,193,Grocery,4.5,1,0
"Equal Exchange, Organic, Dark Chocolate, Extreme Dark, 88% Cacao, 2.8 oz (80 g)",4.96,1180,80,Grocery,4.7,1,0
"Twinings, Lady Grey Black Tea, Decaffeinated, 20 Tea Bags, 1.41 oz (40 g)",5.45,1091,40,Grocery,4.7,1,0
"Miracle Noodle, Fettuccine Style, 7 oz (200 g)",6.03,878,200,Grocery,3.9,1,0
"Twinings, Cold Brewed Iced Tea, Unsweetened Flavoured Black Tea, Peach, 20 Tea Bags, 1.41 oz (40 g)",5.39,2822,40,Grocery,4.3,1,0
"Quest Nutrition, Protein Cookie, Double Chocolate Chip, 12 Pack, 2.08 oz (59 g) Each",44.26,1477,59,Grocery,4.3,1,0
"Bob's Red Mill, Apple Blueberry Granola, Gluten Free, 12 oz (340 g)",7.66,1464,340,Grocery,4.5,1,0
"Dragon Herbs, Spring Dragon Longevity Tea, Caffeine Free, 20 Tea Bags, 1.8 oz (50 g)",12.33,552,50,Grocery,4.6,1,0
"Equal Exchange, Organic, Chocolate Chips, Bittersweet, 70% Cacao, 10 oz (283.5 g) ",8.28,492,283.5,Grocery,4.6,1,0
"Natural Simply Delish, Natural Instant Pudding, Chocolate, 1.7 oz (48 g)",4.21,630,48,Grocery,4.3,1,0
"Simply Organic, Adobo Seasoning, 4.41 oz (125 g)",7.97,2448,125,Grocery,4.8,1,0
"Twinings, Herbal Tea, Pomegranate & Raspberry, Caffeine Free, 20 Tea Bags, 1.41 oz (40 g)",5.43,1713,40,Grocery,4.5,1,0
"Earth's Best, Organic Rice Cereal, 8 oz (227 g)",6.88,1793,227,Grocery,4.4,1,0
"Now Foods, Real Food, Honey Roasted Pecans, 8 oz (227 g)",16.62,830,227,Grocery,4.7,1,0
"Dang, Coconut Chips, Original Recipe, 3.17 oz (90 g)",6.77,2866,90,Grocery,4.7,1,0
"YumEarth, Organic Hard Candies, Cheeky Lemon, 3.3 oz (93.6 g)",4.16,3084,93.6,Grocery,4.6,1,0
"Gerber, Oatmeal, Single Grain Cereal, 8 oz (227 g)",5.47,1046,227,Grocery,4.7,1,0
"Twinings, Chai Black Tea, Pumpkin Spice, 20 Tea Bags, 1.41 oz (40 g)",5.56,595,40,Grocery,4.1,1,0
"Dandy Blend, Instant Herbal Beverage with Dandelion, Caffeine Free, Organic, 3.53 oz (100 g)",11.44,4597,100,Grocery,4.8,1,0
"Popchips, Potato Chips, Sea Salt & Vinegar, 5 oz (142 g)",5.95,1410,142,Grocery,3.8,1,0
"Kitchens of India, Palak Paneer, Spinach with Cottage Cheese and Sauce, Mild, 10 oz (285 g)",5.66,473,285,Grocery,3.9,1,0
"Now Foods, Real Food, Xanthan Gum, 6 oz (170 g)",9.65,2888,170,Grocery,4.7,1,0
"Jovial, Organic Brown Rice Pasta, Farfalle, 12 oz (340 g)",6.65,1023,340,Grocery,4.7,1,0
"Simply Organic, Coriander, 2.29 oz (65 g)",6.88,1133,65,Grocery,4.8,1,0
"Traditional Medicinals, Organic Nighty Night,  Original with Passionflower, Caffeine Free, 16 Wrapped Tea Bags, .85 oz (24 g)",6.34,1853,24,Grocery,4.4,1,0
"Made in Nature, Organic Figgy Pops, Choco Crunch Supersnacks, 4.2 oz (119 g)",6.32,707,119,Grocery,4.1,1,0
"Walden Farms, Original Barbeque Sauce, 12 oz (340 g)",7.11,959,340,Grocery,4,1,0
"Atkins, Endulge, Dark Chocolate Covered Peppermint Patties, 5 Bars, 1.31 oz (37 g) Each",12.18,494,37,Grocery,4.1,1,0
"Enjoy Life Foods, Light & Airy Lentil Chips, Dill & Sour Cream Flavor, 4 oz (113 g)",6.02,1226,113,Grocery,4.4,1,0
"Atkins, Snack, Caramel Chocolate Peanut Nougat Bar, 5 Bars, 1.55 oz (44 g) Each",13.54,1534,44,Grocery,4.3,1,0
"Twinings, Lady Grey Loose Tea, 3.5 oz (100 g)",9.98,1502,100,Grocery,4.7,1,0
"Bob's Red Mill, Vanilla Yellow Cake Mix, 19 oz (539 g)",5.55,97,539,Grocery,4.5,1,0
"King Oscar, Royal Fillets, Mackerel In Olive Oil, 4.05 oz (115 g)",4.09,106,115,Grocery,4.8,1,0
"Simply Organic, Minced Onion, 2.21 oz (63 g)",6.61,1366,63,Grocery,4.8,1,0
"Chocolove, Toffee & Almonds in Milk Chocolate, 33% Cocoa, 3.2 oz (90 g)",4.43,4743,90,Grocery,4.6,1,0
"Pork King Good, Flavored Chicharrones, Himalayan Pink Salt & Vinegar, 1.75 oz (49.5 g)",5.26,533,49.5,Grocery,4.3,1,0
"Mariani Dried Fruit, Premium Probiotic Apricots, 6 oz (170 g)",3.78,562,170,Grocery,4.7,1,0
"Little Secrets, Milk Chocolate Cookie Bar, Caramel, 1.8 oz (50 g)",3.02,190,50,Grocery,4.2,1,0
"KIND Bars, Nuts & Spices, Dark Chocolate Nuts & Sea Salt, 12 Bars, 1.4 oz (40 g) Each",33.68,1088,40,Grocery,4.6,1,0
"FlapJacked, Mighty Muffin with Probiotics, Double Chocolate, 1.94 oz (55 g)",4.51,842,55,Grocery,3.7,1,0
"Nature's Path, Organic Pumpkin Seed + Flax Granola Cereal, 11.5 oz (325 g)",6.84,646,325,Grocery,4.6,1,0
"Bergin Fruit and Nut Company, Honey Roasted Cashews, 6 oz (170 g)",9.75,299,170,Grocery,4.5,1,0
"Nutiva, Organic Hazelnut Spread, Classic, 13 oz (369 g)",9.58,1758,369,Grocery,4.3,1,0
"Miracle Noodle, Fettuccine Style, 7 oz (200 g)",6.03,878,200,Grocery,3.9,1,0
"Navitas Organics, Organic Chia Powder, 8 oz (227 g)",14.04,414,227,Grocery,4.7,1,0
"Jovial, 100% Organic Brown Rice Pasta, Penne, 12 oz (340 g)",6.65,743,340,Grocery,4.7,1,0
"YumEarth, Organic Fruit Snacks, 5 Packs, 0.7 oz (19.8 g) Each",6.28,10613,19.8,Grocery,4.6,1,0
"Bob's Red Mill, Cornbread Mix, Gluten Free, 20 oz (567 g)",4.92,185,567,Grocery,4.6,1,0
"Enjoy Life Foods, Light & Airy Lentil Chips, Sea Salt, 4 oz (113 g)",6.02,1089,113,Grocery,4.5,1,0
"Knorr, French Onion Recipe Mix, 1.4 oz (40 g)",2.74,114,40,Grocery,4.4,1,0
"Simply Organic, Black Pepper, 2.31 oz (65 g)",8.09,1886,65,Grocery,4.8,1,0
"Edward & Sons, Let's Do Organic, 100% Organic Unsweetened Shredded Coconut, Reduced Fat, 8.8 oz (250 g)",4.92,1986,250,Grocery,4.7,1,0
"Bergin Fruit and Nut Company, Banana Chips, 9 oz (255 g)",6.51,1285,255,Grocery,4.5,1,0
"Walden Farms, Alfredo Sauce, 12 oz (340 g)",7.11,517,340,Grocery,3.3,1,0
"Now Foods, Real Food, Honey Roasted Pecans, 8 oz (227 g)",16.62,830,227,Grocery,4.7,1,0
"Quest Nutrition, Tortilla Style Protein Chips, Chili Lime, 12 Bags, 1.1 oz (32 g) Each",49.77,1060,32,Grocery,4.5,1,0
"General Mills, Honey Nut Chex, Gluten Free, 12.5 oz (354 g)",7.72,111,354,Grocery,4.7,1,0
"Fifty 50, Low Glycemic Hard Candy, Assorted Flavors, 2.75 oz (78 g)",3.09,827,78,Grocery,4.4,1,0
"Reese, Skinless & Boneless Sardines, 4.38 oz (124 g)",2.74,327,124,Grocery,4.7,1,0
"Endangered Species Chocolate, Oat Milk Sea Salt & Almonds + Dark Chocolate, 55% Cocoa,  3 oz (85 g)",4.27,279,85,Grocery,4.6,1,0
"Celestial Seasonings, Herbal Tea, Caffeine Free, Wild Berry Zinger, 20 Tea Bags, 1.7 oz (47 g)",5.25,956,47,Grocery,4.6,1,0
"Bob's Red Mill, Shredded Coconut, Unsweetened, 12 oz (340 g)",6.43,762,340,Grocery,4.8,1,0
"The Spice Lab, Nashville Hot Chicken Seasoning, 6.5 oz (184 g)",6.84,210,184,Grocery,4.6,1,0
"Almondina, Choconut, Almond and Chocolate Biscuits, 4 oz (113 g)",4.96,1150,113,Grocery,4.2,1,0
"Endangered Species Chocolate, Cacao Nibs + Dark Chocolate, 72% Cocoa, 3 oz (85 g)",4.27,1054,85,Grocery,4.6,1,0
"Atkins, Endulge, Chocolate Candies, 5 Packs, 1 oz (28 g) Each",12.18,955,28,Grocery,4.6,1,0
"Chicken of the Sea, Wild-Caught Pink Salmon, 2.5 oz ( 70 g)",2.76,156,70,Grocery,4.6,1,0
"Yogi Tea, Detox, Roasted Dandelion Spice, Caffeine Free, 16 Tea Bags, 0.85 oz (24 g)",5.55,962,24,Grocery,4.5,1,0
"Simply Organic, Ground Black Pepper, 4 oz (113.4 g)",8.44,2132,113.4,Grocery,4.8,1,0
"BSN, Protein Crisp, Chocolate Crunch Flavor, 12 Bars, 2.01 oz (57 g) Each",48.44,1432,57,Grocery,4.4,1,0
"Celestial Seasonings, Herbal Tea, True Blueberry, Caffeine Free, 20 Tea Bags, 1.6 oz (45 g)",5.25,1410,45,Grocery,4.5,1,0
"Stoneridge Orchards, Montmorency Cherries, Whole Dried Tart Cherries, Reduced Sugar, 4 oz (113 g)",4.78,679,113,Grocery,4.6,1,0
"Artisana, Organics, Raw Coconut Butter, 14 oz (397 g)",11.91,2803,397,Grocery,4.6,1,0
"St. Dalfour, Luscious Figs, 7 oz (200 g)",5.88,1388,200,Grocery,4.5,1,0
"Crown Prince Natural, Whole Oysters, Packed In Water, 8 oz (226 g)",5.22,1509,226,Grocery,4.2,1,0
"Highground Coffee, Organic Instant Coffee, Medium, Decaf, 3.53 oz (100 g)",10.94,962,100,Grocery,4.5,1,0
"Yogi Tea, Turmeric Vitality, Honey Chai, 16 Tea Bags, 1.12 oz (32 g) ",5.55,660,32,Grocery,4.6,1,0
"Fifty 50, Low Glycemic Peanut Butter, Crunchy, 18 oz (510 g)",8.43,2242,510,Grocery,4.6,1,0
"Nutiva, Organic Coconut Flour, Gluten Free, 1 lb (454 g)",8.89,5302,454,Grocery,4.7,1,0
"Enjoy Life Foods, Soft Baked Cookies, Double Chocolate Brownie, 6 oz (170 g)",6.47,1130,170,Grocery,4,1,0
"Atkins, Snack, Caramel Chocolate Peanut Nougat Bar, 5 Bars, 1.55 oz (44 g) Each",13.54,1534,44,Grocery,4.3,1,0
"21st Century, Herbal Slimming Tea, Peach-Apricot, Caffeine Free, 24 Tea Bags, 1.7 oz (48 g)",4.56,1140,48,Grocery,4.4,1,0
"Yogi Tea, Throat Comfort, Honey Lemon, Caffeine Free, 16 Tea Bags, 1.12 oz (32 g)",5.55,965,32,Grocery,4.4,1,0
"Livlo, Granolo, Keto Granola, Chocolate Hazelnut, 11 oz (312 g)",17.78,295,312,Grocery,4.7,1,0
"Chocolove, XO, Elderberries & Blueberries In 60% Dark Chocolate, 3.2 oz (90 g)",5.82,2,90,Grocery,5,1,0
